,type,id,eqn,val,std,lb,ub,unit,free,alf,chi2s,cont,cor,cov,vals,base
0,Net flux,v1,Gluc.ext + PEP -> G6P + Pyr,3.305699007602408,0.009640960767432802,3.2858061699313343,3.3255499891780094,,0,0.05,"[284.39881128 283.63051533 282.86222013 282.09392403 281.3256231
 280.55731538 279.90217031 279.90217031 280.5491371  281.31435105
 281.67218226 282.44047441 283.20877326 283.97706878]",0,"[ 1.00000000e+00  4.16267711e-01 -1.03307179e-02 -9.36358600e-02
 -9.36358600e-02  4.61154243e-02 -9.36358600e-02  3.83766565e-04
  3.12211063e-01 -1.62879911e-01  1.91324857e-01 -8.60552506e-05
  1.39635601e-03 -1.70250367e-02 -3.38638280e-01 -3.67246461e-01
 -3.00106438e-01 -2.79422411e-01  1.71290476e-01 -3.67246461e-01
 -3.03393013e-01  3.81325281e-01 -6.62242986e-04  3.52974200e-01
 -2.24038015e-03  3.52974200e-01 -2.35994378e-02 -3.52974200e-01
 -1.53966832e-01  4.54055203e-01  4.54055203e-01  3.09915357e-01
  3.35959601e-01  3.35959601e-01 -2.11962102e-05  6.23565008e-02
 -8.56011529e-04  1.73448770e-02 -2.41346998e-03 -2.41299640e-03
  2.65352418e-01  7.31378980e-12  2.90037798e-01 -2.88455957e-04
  3.86596328e-01  5.60201568e-12  1.24771943e-01 -9.56473441e-02
  1.24771943e-01  4.35031170e-01 -5.39398011e-01 -1.74792565e-02
  1.71638625e-01 -6.52707882e-02  1.13122508e-02  9.17639002e-01
  9.17640281e-01  9.17640281e-01  9.17640281e-01  9.17630191e-01
  9.17640281e-01  9.17640281e-01  9.17647055e-01  9.17651662e-01
  9.17955129e-01 -9.17824585e-01  9.17789505e-01 -9.17728740e-01
  9.17640281e-01  9.17640281e-01  9.17640281e-01  9.17590541e-01
  9.17640281e-01  9.17640281e-01  9.17640281e-01  9.17640281e-01
  9.17640281e-01  9.17640281e-01  9.17640281e-01  9.17640281e-01
  9.17640281e-01  9.17640281e-01 -4.28273003e-05  5.20471580e-01
 -4.02550474e-12 -1.90670941e-12  4.09677666e-12  4.14295993e-03
  3.35906306e-01  5.92277515e-01  9.17640281e-01  9.17640281e-01
  9.17640281e-01 -3.12991919e-04 -3.38889687e-03 -2.27683177e-03
 -2.12117717e-03 -3.94080659e-03 -4.23401617e-03 -7.76568364e-03
 -4.36672462e-03 -1.10412558e-02 -7.23194025e-04 -2.26461315e-03
 -1.57327922e-03 -1.54147791e-03 -3.80959355e-03 -2.09778004e-03
 -2.90896936e-03 -2.67997539e-03  1.21758557e-02  1.09585728e-02
 -7.80776320e-03 -3.19589850e-03 -6.25421731e-03 -3.92543120e-03
 -4.22242582e-03 -2.66947892e-03 -2.12284299e-03 -6.16701265e-03]","[ 9.29481245e-05  9.38323856e-05 -4.52453308e-07 -1.62865899e-05
 -1.62865899e-05  1.62705882e-05 -1.62865899e-05  1.10090643e-07
  5.62403863e-05 -2.82786238e-05  3.30043884e-05 -2.64874467e-08
  3.03551188e-07 -3.48446940e-06 -1.50147991e-04 -1.09218416e-04
 -1.09339073e-04 -4.09295752e-05  4.10455157e-05 -1.09218416e-04
 -1.09245715e-04  5.68986595e-05 -1.90800665e-07  5.23197561e-05
 -2.80730833e-07  5.23197561e-05 -4.84629541e-06 -5.23197561e-05
 -5.23765895e-05  1.46663521e-04  1.46663521e-04  1.45973144e-04
  6.24812709e-05  6.24812709e-05 -6.54026386e-09  1.89288517e-05
 -1.83119594e-07  5.25556116e-06 -7.31259948e-07 -3.65630083e-07
  4.88079803e-05  1.92885381e-15  5.35137232e-05 -6.28612715e-08
  1.57611373e-04  1.43718034e-15  4.35524192e-05 -4.35524192e-05
  4.35524192e-05  3.43080353e-04 -4.03625584e-04 -5.18014812e-06
  6.48718271e-05 -6.13933917e-06  3.06966968e-06  8.16728949e-05
  8.56166154e-06  2.66362804e-06  3.56418799e-06  2.07655862e-05
  2.90462295e-06  6.18976420e-06  1.53846372e-05  9.14413718e-06
  6.85235273e-07 -5.31739868e-07  1.53231318e-07 -2.29382221e-06
  2.95535873e-06  4.13496543e-06  4.13496543e-06  4.26377634e-06
  1.85185568e-06  5.09894510e-06  5.42872762e-06  3.50076828e-06
  2.23237397e-06  1.66159654e-06  6.84932924e-07  1.14155487e-06
  1.85185568e-06  1.14155487e-06 -9.32848904e-09  4.90526079e-04
 -1.31191362e-15 -4.24576317e-16  9.51024664e-16  3.80207545e-07
  5.35914208e-05  2.45258375e-04  8.83182953e-05  2.95535873e-06
  1.26839430e-05 -6.82747903e-08 -6.23432492e-07 -3.26652428e-07
 -3.32593168e-07 -5.32364752e-07 -5.71494355e-07 -1.07723835e-06
 -6.15504593e-07 -1.68654608e-06 -9.35165765e-08 -3.63893145e-07
 -2.84406887e-07 -2.72982461e-07 -5.42651034e-07 -2.89967678e-07
 -4.07639483e-07 -3.05770375e-07  1.71062895e-06  1.56728499e-06
 -1.08561557e-06 -4.37082842e-07 -8.37115443e-07 -5.30332128e-07
 -5.69986721e-07 -3.04889117e-07 -3.80497730e-07 -8.45090747e-07]","[3.28422249 3.28609358 3.28816336 3.29051295 3.29330058 3.29693538
 3.30569901 3.30569901 3.31438683 3.31802294 3.31939207 3.32194785
 3.32415406 3.32612397]","{'id': array([], dtype=float64)}"
1,Net flux,v2 net,G6P <-> F6P,2.6889404746795775,0.023380818848200025,2.5255582306563142,3.1800533651403287,,0,0.05,"[284.25479402 283.48549861 282.76156637 281.99167589 281.24600747
 280.48123933 281.74271947 281.47678004 280.82712002 280.17184064
 279.90217031 279.90217031 279.591489   278.44204235 277.99932125
 277.95205069 278.21185901 278.9903701  279.79170933 279.83278991
 280.62329869 280.69649024 281.22911886 281.30408744 282.08971707
 282.18278116 282.75060958 282.79707662 283.37584386 284.15660903]",0,"[ 4.16183421e-01  1.00000000e+00 -2.71856414e-01 -9.55493787e-02
 -9.55493787e-02  4.63100979e-02 -9.55493787e-02 -5.62617455e-03
  8.81824623e-02 -5.21648450e-02  5.13196853e-02 -7.10416409e-04
 -3.10610655e-02 -9.16203155e-01 -8.08550918e-01 -8.12918577e-01
 -6.63901177e-01 -7.96979423e-01  4.91820197e-01 -8.12918577e-01
 -6.72503975e-01  8.14761890e-01 -2.61106239e-03  8.10842410e-01
  2.87404237e-02  8.10842410e-01  4.78790254e-01 -8.10842410e-01
 -3.51028028e-01  5.29350485e-01  5.29350485e-01  5.96721818e-01
  7.69258134e-01  7.69258134e-01 -6.93963778e-05  6.08410364e-02
  3.97538574e-03  4.72978463e-02  4.13209123e-02  4.13128714e-02
  7.55304877e-01 -7.49803968e-10  7.60690598e-01  4.64435172e-03
  4.33410505e-01 -5.72322777e-10  3.56953055e-01 -2.73632122e-01
  3.56953055e-01  7.48886495e-01 -6.71325779e-01  4.50688294e-02
  1.04249403e-01 -5.79739065e-03  1.00476122e-03  2.77657401e-01
  2.77668644e-01  2.77668644e-01  2.77668644e-01  2.77580196e-01
  2.77668644e-01  2.77668644e-01  2.77728326e-01  2.77769052e-01
  2.80166079e-01 -2.79392186e-01  2.79410823e-01 -2.78468556e-01
  2.77668644e-01  2.77668644e-01  2.77668644e-01  2.77237720e-01
  2.77668644e-01  2.77668644e-01  2.77668644e-01  2.77668644e-01
  2.77668644e-01  2.77668644e-01  2.77668644e-01  2.77668644e-01
  2.77668644e-01  2.77668644e-01 -1.24509595e-02  1.65361293e-01
  4.13279974e-10  1.95524253e-10 -4.20020580e-10  1.55543039e-02
  4.82261087e-01  1.84903999e-01  2.77668644e-01  2.77668644e-01
  2.77668644e-01  2.42050145e-03  1.62510248e-02  3.86945678e-02
  1.67720608e-02  3.09525977e-02  3.00005512e-02  1.44171856e-02
  2.19305699e-02  2.41337331e-02 -3.20802495e-02  1.54474848e-02
  9.49835088e-03  1.05519202e-02  2.58163836e-02  5.94662905e-03
  1.16743210e-02  8.03829393e-02  7.56396825e-02  8.36224029e-02
  1.49955641e-02  5.04630768e-03 -3.24462325e-03  3.08041266e-02
  2.99147059e-02  7.98807095e-02  1.15020114e-02  3.10109566e-02]","[ 9.38133853e-05  5.46662690e-04 -2.88750171e-05 -4.03046568e-05
 -4.03046568e-05  3.96252618e-05 -4.03046568e-05 -3.91413570e-06
  3.85231356e-05 -2.19638298e-05  2.14695864e-05 -5.30292040e-07
 -1.63753853e-05 -4.54757408e-04 -8.69421252e-04 -5.86306491e-04
 -5.86601159e-04 -2.83114760e-04  2.85810553e-04 -5.86306491e-04
 -5.87263617e-04  2.94833308e-04 -1.82439623e-06  2.91473184e-04
  8.73375419e-06  2.91473184e-04  2.38447586e-04 -2.91473184e-04
 -2.89595119e-04  4.14663843e-04  4.14663843e-04  6.81618212e-04
  3.46955916e-04  3.46955916e-04 -5.19293943e-08  4.47897397e-05
  2.06240465e-06  3.47559079e-05  3.03626161e-05  1.51813373e-05
  3.36922084e-04 -4.79561129e-13  3.40375286e-04  2.45452892e-06
  4.28517599e-04 -3.56079835e-13  3.02166176e-04 -3.02166176e-04
  3.02166176e-04  1.43228971e-03 -1.21826585e-03  3.23917866e-05
  9.55551463e-05 -1.32243622e-06  6.61218334e-07  5.99314439e-05
  6.28277963e-06  1.95464255e-06  2.61549789e-06  1.52336643e-05
  2.13149116e-06  4.54221698e-06  1.12920076e-05  6.71255930e-06
  5.07192954e-07 -3.92548384e-07  1.13132420e-07 -1.68795547e-06
  2.16872245e-06  3.03434987e-06  3.03434987e-06  3.12418834e-06
  1.35894197e-06  3.74174432e-06  3.98374768e-06  2.56895878e-06
  1.63817662e-06  1.21932464e-06  5.02622371e-07  8.37703951e-07
  1.35894197e-06  8.37703951e-07 -6.57707556e-06  3.77953476e-04
  3.26639471e-13  1.05587204e-13 -2.36460968e-13  3.46178412e-06
  1.86594456e-04  1.85688200e-04  6.48103624e-05  2.16872245e-06
  9.30782168e-06  1.28047764e-06  7.25022085e-06  1.34630776e-05
  6.37767240e-06  1.01405305e-05  9.82037493e-06  4.85011462e-06
  7.49660817e-06  8.94012620e-06 -1.00602995e-05  6.01973019e-06
  4.16410730e-06  4.53177499e-06  8.91819163e-06  1.99342496e-06
  3.96741952e-06  2.22416952e-05  2.57718399e-05  2.90038749e-05
  5.05651895e-06  1.67372425e-06 -1.05321264e-06  1.00927350e-05
  9.79325017e-06  2.21256859e-05  4.99973965e-06  1.03058323e-05]","[2.51894962 2.52904871 2.53942234 2.55120312 2.56372349 2.57796698
 2.59916837 2.60688005 2.62560539 2.64858069 2.68894047 2.68894047
 2.73957501 2.83192192 2.89539361 2.92387061 2.98239526 3.03897221
 3.07494555 3.07653094 3.10371235 3.10598692 3.12157657 3.12364446
 3.14385933 3.14610653 3.15922098 3.16025009 3.17259534 3.18810058]","{'id': array([], dtype=float64)}"
2,Exch flux,v2 exch,G6P <-> F6P,9.999999983327793e-08,0.0045427930102157855,0.0,inf,,1,0.05,"[279.90217031 279.90217031 280.13445748 280.45559553 280.63766389
 280.71080386 280.92727835 280.96693142 281.07235908 281.130356
 281.17632871 281.19102706 281.19352667 281.19380501 281.1939054
 281.193945   281.19396918 281.19398082 281.19398935 281.19399121
 281.19399532 281.1939941  281.19399517 281.19399356 281.20373705
 281.69732297 281.75292008 282.0302278  282.24838358 282.32582701
 283.09279967 283.85935416]",0,"[-1.18126554e-02 -2.71791902e-01  1.00000000e+00 -5.55621881e-01
 -5.55621881e-01  3.03423054e-01 -5.55621881e-01 -1.84467280e-02
 -5.37496655e-01 -1.14558860e-01 -5.55220593e-01 -2.76244220e-03
  2.13551386e-02  2.94548617e-01 -1.21204771e-01 -1.19090213e-01
 -1.25404103e-01 -1.25092669e-01  7.63732264e-02 -1.19090213e-01
 -1.11720044e-01  1.17990437e-01 -4.82163386e-02  1.20165002e-01
 -7.92495386e-02  1.20165002e-01 -5.96245054e-01 -1.20165002e-01
 -5.20575749e-02  3.53010228e-01  3.53010228e-01  1.60670021e-01
  1.26782582e-01  1.26782582e-01  6.64735550e-05 -1.00076073e-01
 -1.74384275e-02 -9.82310429e-02 -9.73469810e-02 -9.73278482e-02
  1.31531434e-01  1.32372292e-12  1.29979006e-01 -2.72634723e-02
  2.97611679e-01  1.01465271e-12  1.54581959e-01 -1.18499026e-01
  1.54581959e-01  1.83466586e-02 -7.73261941e-02 -2.73273602e-01
  4.73452404e-02  2.24929642e-03 -3.90575284e-04 -4.12465439e-02
 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02 -4.12497998e-02
 -4.12460695e-02 -4.12460695e-02 -4.12435503e-02 -4.12418304e-02
 -4.08679873e-02  4.11726426e-02 -4.11366033e-02  4.12121660e-02
 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02 -4.12642091e-02
 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02
 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02 -4.12460695e-02
 -4.12460695e-02 -4.12460695e-02  4.97166101e-02 -1.10217705e-03
 -7.28572629e-13 -3.45324713e-13  7.41298803e-13 -8.87772868e-04
  1.01534743e-01  1.18213962e-02 -4.12460695e-02 -4.12460695e-02
 -4.12460695e-02 -2.45208775e-02 -4.09141791e-02 -1.83232315e-02
  2.30456239e-02 -4.79211878e-03 -4.26391068e-03  2.04782632e-02
  1.82036122e-03  2.35473358e-02 -1.46893579e-03 -1.28086264e-03
 -3.38539607e-03 -1.74924942e-03 -5.72457100e-03 -1.41243035e-03
 -3.74640959e-03 -1.59083546e-02 -2.08395459e-02 -2.77991251e-02
  2.03852906e-02 -4.40236326e-03 -2.35570991e-02 -4.71501848e-03
 -4.22795739e-03 -1.50131454e-02 -6.07652111e-03 -1.72117654e-02]","[-5.17357561e-07 -2.88681650e-05  2.06369683e-05 -4.55375784e-05
 -4.55375784e-05  5.04438531e-05 -4.55375784e-05 -2.49347634e-06
 -4.56224292e-05 -9.37177957e-06 -4.51303281e-05 -4.00643919e-07
  2.18746345e-06  2.84058781e-05 -2.53224559e-05 -1.66884867e-05
 -2.15285340e-05 -8.63396916e-06  8.62335512e-06 -1.66884867e-05
 -1.89553833e-05  8.29575425e-06 -6.54574944e-06  8.39273248e-06
 -4.67915868e-06  8.39273248e-06 -5.76946640e-05 -8.39273248e-06
 -8.34442871e-06  5.37283340e-05  5.37283340e-05  3.56588515e-05
  1.11102805e-05  1.11102805e-05  9.66470475e-09 -1.43144749e-05
 -1.75778258e-06 -1.40248834e-05 -1.38980864e-05 -6.94904306e-06
  1.13998720e-05  1.64496461e-16  1.13002074e-05 -2.79954498e-06
  5.71718744e-05  1.22655492e-16  2.54247554e-05 -2.54247554e-05
  2.54247554e-05  6.81765602e-06 -2.72645676e-05 -3.81609815e-05
  8.43179546e-06  9.96901147e-08 -4.99401694e-08 -1.72980155e-06
 -1.81330471e-07 -5.64139242e-08 -7.54872033e-08 -4.39846338e-07
 -6.15180412e-08 -1.31095214e-07 -3.25814388e-07 -1.93644623e-07
 -1.43748771e-08  1.12396015e-08 -3.23620118e-09  4.85370631e-08
 -6.25925921e-08 -8.75759014e-08 -8.75759014e-08 -9.03486455e-08
 -3.92211092e-08 -1.07992369e-07 -1.14976950e-07 -7.41440147e-08
 -4.72802412e-08 -3.51915432e-08 -1.45064377e-08 -2.41773961e-08
 -3.92211092e-08 -2.41773961e-08  5.10263790e-06 -4.89462111e-07
 -1.11882042e-16 -3.62327709e-17  8.10859153e-17 -3.83896807e-08
  7.63298521e-06  2.30658789e-06 -1.87052454e-06 -6.25925921e-08
 -2.68637734e-07 -2.52037922e-06 -3.54656199e-06 -1.23868149e-06
  1.70265823e-06 -3.05038306e-07 -2.71187810e-07  1.33852924e-06
  1.20902617e-07  1.69482223e-06 -8.95033344e-08 -9.69806392e-08
 -2.88367572e-07 -1.45966035e-07 -3.84226727e-07 -9.19939602e-08
 -2.47374532e-07 -8.55248846e-07 -1.37958102e-06 -1.87338803e-06
  1.33557712e-06 -2.83699970e-07 -1.48571952e-06 -3.00155704e-07
 -2.68927952e-07 -8.07959796e-07 -5.13206135e-07 -1.11136460e-06]","[0.00000000e+00 9.99999998e-08 1.51873954e+00 4.09703541e+00
 6.83854123e+00 8.51193288e+00 1.87921397e+01 2.27944043e+01
 4.61023278e+01 9.18233354e+01 3.41098374e+02 2.04838402e+03
 1.30364118e+04 3.22601203e+04 6.55672943e+04 1.23261267e+05
 2.23192877e+05 3.96281625e+05 6.96081994e+05 1.21535319e+06
 2.11475894e+06 3.67257701e+06 6.37079864e+06 9.99999738e+06
 9.99999739e+06 9.99999740e+06 9.99999741e+06 9.99999742e+06
 9.99999742e+06 9.99999742e+06 9.99999744e+06 9.99999745e+06]","{'id': array([], dtype=float64)}"
3,Net flux,v3,F6P + ATP -> FBP,2.688939078383218,0.018041292292904174,2.530813410557527,3.1800741551995784,,1,0.05,"[284.19590877 283.42159378 283.38373442 282.60873256 281.83285511
 281.7956578  283.10402578 282.44380193 281.77637262 281.50766496
 280.82721496 280.17183992 279.90217031 279.90217031 279.63400076
 278.1142996  278.42703827 279.24448852 280.04349872 280.8366196
 281.623999   282.40871366 283.19063034 283.97125869]",0,"[-9.31715149e-02 -9.56737310e-02 -5.24044033e-01  1.00000000e+00
  1.00000000e+00 -4.92705539e-01  1.00000000e+00  9.72928757e-04
  9.15515971e-01 -4.82256741e-01  9.53655479e-01 -2.60797690e-04
 -2.12581781e-02  6.28358323e-02  6.61984962e-01  6.57426224e-01
  5.38302265e-01  6.69026933e-01 -4.07139154e-01  6.57426224e-01
  5.45738799e-01 -6.54893172e-01 -2.46870732e-03 -6.59797768e-01
 -4.47676881e-03 -6.59797768e-01  7.25855811e-02  6.59797768e-01
  2.87360308e-01 -8.68880404e-01 -8.68880404e-01 -5.01032334e-01
 -6.31442138e-01 -6.31442138e-01 -4.45214220e-05  3.47927880e-03
  2.16229926e-03  2.69437662e-03  2.34801609e-03  2.34754317e-03
 -6.39755958e-01  1.06528888e-10 -6.37333753e-01  9.77314859e-04
 -7.22642835e-01  8.19881372e-11 -3.39460653e-01  2.60222844e-01
 -3.39460653e-01 -3.85195621e-01  4.84184181e-01  1.75856688e-01
 -3.32055782e-01 -9.28612363e-03  1.60942758e-03  1.60912997e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60955629e-02
  1.60906787e-02  1.60906787e-02  1.60873818e-02  1.60851315e-02
  1.53974603e-02 -1.59950657e-02  1.62682598e-02 -1.60464075e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.61144543e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60906787e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60906787e-02
  1.60906787e-02  1.60906787e-02 -8.65905171e-03 -1.05371050e-01
 -5.85117547e-11 -2.77887160e-11  5.96277817e-11 -8.27190721e-03
 -3.71488994e-01 -1.22188024e-01  1.60906787e-02  1.60906787e-02
  1.60906787e-02  2.42595150e-04 -5.43330463e-03 -1.74521324e-03
  2.25086179e-02  2.73645502e-03  6.61774617e-03  8.46895556e-03
  4.27042673e-03  2.29302110e-03 -1.65280664e-03  4.72114944e-03
  2.75071405e-03  2.71129122e-03  3.28621350e-03 -9.07745713e-05
 -2.11432034e-04 -2.87707784e-02 -3.07078486e-02 -3.41791903e-02
  8.29475342e-03 -3.03009695e-04 -6.11470944e-05  2.84321736e-03
  6.64476842e-03 -2.87438255e-02  2.31828470e-03  9.42382835e-03]","[-1.62058239e-05 -4.03571111e-05 -4.29495257e-05  3.25488228e-04
  3.25488228e-04 -3.25305807e-04  3.25488228e-04  5.22289917e-07
  3.08612319e-04 -1.56681017e-04  3.07849978e-04 -1.50215169e-07
 -8.64786987e-06  2.40659659e-05  5.49261207e-04  3.65874889e-04
  3.67006378e-04  1.83386318e-04 -1.82567176e-04  3.65874889e-04
  3.67731638e-04 -1.82862320e-04 -1.33100427e-06 -1.83012569e-04
 -1.04973673e-06 -1.83012569e-04  2.78936862e-05  1.83012569e-04
  1.82929670e-04 -5.25195241e-04 -5.25195241e-04 -4.41614117e-04
 -2.19757490e-04 -2.19757490e-04 -2.57071189e-08  1.97641932e-06
  8.65602155e-07  1.52775425e-06  1.33130720e-06  6.65650347e-07
 -2.20206155e-04  5.25740654e-14 -2.20051744e-04  3.98552446e-07
 -5.51316329e-04  3.93609248e-14 -2.21733909e-04  2.21733909e-04
 -2.21733909e-04 -5.68465538e-04  6.77996214e-04  9.75271290e-05
 -2.34854819e-04 -1.63449862e-06  8.17262152e-07  2.68006012e-06
  2.80935924e-07  8.74022874e-08  1.16952585e-07  6.81600655e-07
  9.53101134e-08  2.03106268e-07  5.04712753e-07  2.99941680e-07
  2.15087256e-08 -1.73409503e-08  5.08268129e-09 -7.50534333e-08
  9.69749189e-08  1.35681646e-07  1.35681646e-07  1.40122674e-07
  6.07653998e-08  1.67312950e-07  1.78134186e-07  1.14871578e-07
  7.32514409e-08  5.45223793e-08  2.24748739e-08  3.74581232e-08
  6.07653998e-08  3.74581232e-08 -3.52946003e-06 -1.85837655e-04
 -3.56841495e-14 -1.15794268e-14  2.59027260e-14 -1.42057111e-06
 -1.10909920e-04 -9.46835576e-05  2.89801013e-06  9.69749189e-08
  4.16201369e-07  9.90276998e-08 -1.87043432e-06 -4.68544424e-07
  6.60438730e-06  6.91766957e-07  1.67154035e-06  2.19841304e-06
  1.12640377e-06  6.55443288e-07 -3.99947647e-07  1.41962920e-06
  9.30522920e-07  8.98505903e-07  8.75961652e-07 -2.34801667e-08
 -5.54440837e-08 -6.14275988e-06 -8.07333632e-06 -9.14751387e-06
  2.15824249e-06 -7.75487199e-08 -1.53156537e-08  7.18816366e-07
  1.67853301e-06 -6.14337918e-06  7.77585747e-07  2.41659127e-06]","[2.52633577 2.534104   2.53449942 2.5429458  2.55221253 2.55268169
 2.56530122 2.57638623 2.59790385 2.60567448 2.62559921 2.6485793
 2.68893908 2.68893908 2.73611975 2.87173606 3.00264158 3.0517006
 3.08430351 3.1102593  3.13216667 3.15145186 3.16872946 3.1845365 ]","{'id': array([], dtype=float64)}"
4,Net flux,v4 net,FBP <-> DHAP + GAP,2.688939078383218,0.018041292292904174,2.530813410557527,3.1800741551995784,,0,0.05,"[284.19590877 283.42159378 283.38373442 282.60873256 281.83285511
 281.7956578  283.10402578 282.44380193 281.77637262 281.50766496
 280.82721496 280.17183992 279.90217031 279.90217031 279.63400076
 278.1142996  278.42703827 279.24448852 280.04349872 280.8366196
 281.623999   282.40871366 283.19063034 283.97125869]",0,"[-9.31715149e-02 -9.56737310e-02 -5.24044033e-01  1.00000000e+00
  1.00000000e+00 -4.92705539e-01  1.00000000e+00  9.72928757e-04
  9.15515971e-01 -4.82256741e-01  9.53655479e-01 -2.60797690e-04
 -2.12581781e-02  6.28358323e-02  6.61984962e-01  6.57426224e-01
  5.38302265e-01  6.69026933e-01 -4.07139154e-01  6.57426224e-01
  5.45738799e-01 -6.54893172e-01 -2.46870732e-03 -6.59797768e-01
 -4.47676881e-03 -6.59797768e-01  7.25855811e-02  6.59797768e-01
  2.87360308e-01 -8.68880404e-01 -8.68880404e-01 -5.01032334e-01
 -6.31442138e-01 -6.31442138e-01 -4.45214220e-05  3.47927880e-03
  2.16229926e-03  2.69437662e-03  2.34801609e-03  2.34754317e-03
 -6.39755958e-01  1.06528888e-10 -6.37333753e-01  9.77314859e-04
 -7.22642835e-01  8.19881372e-11 -3.39460653e-01  2.60222844e-01
 -3.39460653e-01 -3.85195621e-01  4.84184181e-01  1.75856688e-01
 -3.32055782e-01 -9.28612363e-03  1.60942758e-03  1.60912997e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60955629e-02
  1.60906787e-02  1.60906787e-02  1.60873818e-02  1.60851315e-02
  1.53974603e-02 -1.59950657e-02  1.62682598e-02 -1.60464075e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.61144543e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60906787e-02
  1.60906787e-02  1.60906787e-02  1.60906787e-02  1.60906787e-02
  1.60906787e-02  1.60906787e-02 -8.65905171e-03 -1.05371050e-01
 -5.85117547e-11 -2.77887160e-11  5.96277817e-11 -8.27190721e-03
 -3.71488994e-01 -1.22188024e-01  1.60906787e-02  1.60906787e-02
  1.60906787e-02  2.42595150e-04 -5.43330463e-03 -1.74521324e-03
  2.25086179e-02  2.73645502e-03  6.61774617e-03  8.46895556e-03
  4.27042673e-03  2.29302110e-03 -1.65280664e-03  4.72114944e-03
  2.75071405e-03  2.71129122e-03  3.28621350e-03 -9.07745713e-05
 -2.11432034e-04 -2.87707784e-02 -3.07078486e-02 -3.41791903e-02
  8.29475342e-03 -3.03009695e-04 -6.11470944e-05  2.84321736e-03
  6.64476842e-03 -2.87438255e-02  2.31828470e-03  9.42382835e-03]","[-1.62058239e-05 -4.03571111e-05 -4.29495257e-05  3.25488228e-04
  3.25488228e-04 -3.25305807e-04  3.25488228e-04  5.22289917e-07
  3.08612319e-04 -1.56681017e-04  3.07849978e-04 -1.50215169e-07
 -8.64786987e-06  2.40659659e-05  5.49261207e-04  3.65874889e-04
  3.67006378e-04  1.83386318e-04 -1.82567176e-04  3.65874889e-04
  3.67731638e-04 -1.82862320e-04 -1.33100427e-06 -1.83012569e-04
 -1.04973673e-06 -1.83012569e-04  2.78936862e-05  1.83012569e-04
  1.82929670e-04 -5.25195241e-04 -5.25195241e-04 -4.41614117e-04
 -2.19757490e-04 -2.19757490e-04 -2.57071189e-08  1.97641932e-06
  8.65602155e-07  1.52775425e-06  1.33130720e-06  6.65650347e-07
 -2.20206155e-04  5.25740654e-14 -2.20051744e-04  3.98552446e-07
 -5.51316329e-04  3.93609248e-14 -2.21733909e-04  2.21733909e-04
 -2.21733909e-04 -5.68465538e-04  6.77996214e-04  9.75271290e-05
 -2.34854819e-04 -1.63449862e-06  8.17262152e-07  2.68006012e-06
  2.80935924e-07  8.74022874e-08  1.16952585e-07  6.81600655e-07
  9.53101134e-08  2.03106268e-07  5.04712753e-07  2.99941680e-07
  2.15087256e-08 -1.73409503e-08  5.08268129e-09 -7.50534333e-08
  9.69749189e-08  1.35681646e-07  1.35681646e-07  1.40122674e-07
  6.07653998e-08  1.67312950e-07  1.78134186e-07  1.14871578e-07
  7.32514409e-08  5.45223793e-08  2.24748739e-08  3.74581232e-08
  6.07653998e-08  3.74581232e-08 -3.52946003e-06 -1.85837655e-04
 -3.56841495e-14 -1.15794268e-14  2.59027260e-14 -1.42057111e-06
 -1.10909920e-04 -9.46835576e-05  2.89801013e-06  9.69749189e-08
  4.16201369e-07  9.90276998e-08 -1.87043432e-06 -4.68544424e-07
  6.60438730e-06  6.91766957e-07  1.67154035e-06  2.19841304e-06
  1.12640377e-06  6.55443288e-07 -3.99947647e-07  1.41962920e-06
  9.30522920e-07  8.98505903e-07  8.75961652e-07 -2.34801667e-08
 -5.54440837e-08 -6.14275988e-06 -8.07333632e-06 -9.14751387e-06
  2.15824249e-06 -7.75487199e-08 -1.53156537e-08  7.18816366e-07
  1.67853301e-06 -6.14337918e-06  7.77585747e-07  2.41659127e-06]","[2.52633577 2.534104   2.53449942 2.5429458  2.55221253 2.55268169
 2.56530122 2.57638623 2.59790385 2.60567448 2.62559921 2.6485793
 2.68893908 2.68893908 2.73611975 2.87173606 3.00264158 3.0517006
 3.08430351 3.1102593  3.13216667 3.15145186 3.16872946 3.1845365 ]","{'id': array([], dtype=float64)}"
