component_name,component_group_name,meta_value,ID_11_rep1,ID_11_rep2,ID_13_rep1,ID_13_rep2,ID_15_rep1,ID_15_rep2,ID_17_rep1,ID_17_rep2,ID_19_rep1,ID_19_rep2,ID_1_rep1,ID_1_rep2,ID_21_rep1,ID_21_rep2,ID_23_rep1,ID_23_rep2,ID_25_rep1,ID_25_rep2,ID_27_rep1,ID_27_rep2,ID_29_rep1,ID_29_rep2,ID_31_rep1,ID_31_rep2,ID_33_rep1,ID_33_rep2,ID_35_rep1,ID_35_rep2,ID_37_rep1,ID_37_rep2,ID_39_rep1,ID_39_rep2,ID_3_rep1,ID_3_rep2,ID_41_rep1,ID_41_rep2,ID_43_rep1,ID_43_rep2,ID_45_rep1,ID_45_rep2,ID_47_rep1,ID_47_rep2,ID_49_rep1,ID_49_rep2,ID_51_rep1,ID_51_rep2,ID_5_rep1,ID_5_rep2,ID_7_rep1,ID_7_rep2,ID_9_rep1,ID_9_rep2
Gly_248,Gly_246,RT,278.045563,278.005554,278.003204,277.999756,278.039185,278.028992,278.038177,278.016663,278.090515,278.052185,278.673767,278.012512,277.995544,278.023956,278.022858,278.035126,278.030884,278.032410,277.985321,278.004791,278.032867,278.044525,277.975616,278.030731,278.024139,277.931854,278.046783,278.031616,277.991119,278.014740,277.942535,277.913971,278.057190,278.055023,278.052612,278.016479,277.898224,277.915314,277.977234,278.002319,278.006165,277.909607,277.934937,277.913300,278.004639,277.920715,277.976562,278.041290,278.018860,277.988190,277.995911,278.011017
Gly_248,Gly_246,peak_apex_int,216485.156250,159811.500000,384936.156250,323110.500000,414662.593750,334708.156250,451290.468750,352234.937500,339943.375000,243033.062500,507617.125000,431692.125000,269044.843750,241911.437500,80030.234375,63734.269531,178565.000000,163357.390625,28430.060547,21210.242188,184379.406250,168588.484375,352248.375000,313597.781250,74746.140625,64402.441406,204564.703125,189195.250000,295587.218750,291113.062500,19105.240234,12509.916992,87893.164062,72021.054688,138948.343750,136991.015625,344452.656250,332152.562500,101315.601562,81167.085938,285653.656250,259604.281250,235687.500000,224399.671875,242333.250000,217586.640625,99089.609375,86023.531250,408046.250000,373389.218750,39539.597656,30696.052734
His_338,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_338,His_338,peak_apex_int,819.721375,108.733719,536.784607,479.812286,626.562866,565.652161,662.769653,581.824280,156.449341,166.767258,1312.610840,362.008789,558.052490,371.290955,94.104202,29.830627,591.779358,524.416077,82.889191,119.277626,838.964600,663.880005,2218.474854,1362.616699,310.173706,262.394470,1330.159424,970.563416,2399.463379,1828.250854,80.182144,25.122623,32.288761,25.909241,936.522949,731.759644,3127.914551,2440.276611,763.302246,529.896790,2469.655273,1520.164917,1854.024170,1469.445679,2440.243408,1739.604126,105.686333,35.425621,359.271179,377.914093,82.479172,30.720310
His_339,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_339,His_338,peak_apex_int,508.964172,179.043900,453.832977,400.242432,439.905518,448.322815,466.688141,448.174835,194.062668,177.235489,524.036255,299.913269,427.172150,381.385284,160.406769,87.663803,631.939331,475.441742,128.565857,195.280640,1062.133057,757.403931,2347.919922,1658.887939,281.436646,321.178711,1609.143677,1107.228760,2142.243652,1996.274048,75.729042,49.012741,61.938614,108.483887,1086.826782,867.263916,3782.924561,2735.433838,842.537231,557.293213,2922.755859,2203.993164,2255.635010,1832.437744,2700.791260,2054.838623,201.069168,83.631302,409.073883,339.680695,109.195747,77.336845
His_340,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_340,His_338,peak_apex_int,228.585953,111.295769,224.582275,308.457458,286.747253,284.580078,267.624908,269.096252,124.172966,97.894066,281.185699,140.884064,291.895569,275.937225,86.455269,27.874964,300.137573,192.863846,84.438873,92.520462,584.096619,379.140381,1143.254639,710.612976,179.181351,112.869225,787.006714,557.641846,927.637024,960.399719,62.704487,38.449810,35.020973,52.737015,486.305084,461.611298,2024.944214,1324.542480,409.568268,361.482178,1383.917480,1034.723022,1142.047485,965.504456,1233.249390,1187.550659,142.672699,53.976685,209.929184,176.163315,37.995285,11.892445
His_341,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_341,His_338,peak_apex_int,544.761536,413.852264,356.050568,336.527527,511.355103,509.148682,433.575562,504.567657,985.266235,1080.143799,936.513855,509.010132,249.750931,245.904099,399.040710,288.570068,280.682129,263.249268,421.246033,417.967041,354.106232,283.796021,638.712280,492.249390,215.334747,205.719131,443.709534,431.072205,428.820312,519.684998,262.485565,219.943832,387.957947,399.613739,273.135193,308.425507,716.533386,630.374573,401.482941,226.997940,645.610596,505.905304,641.307861,537.113831,629.266541,462.258514,512.480408,366.219330,514.441895,491.779327,344.112213,240.257538
His_342,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_342,His_338,peak_apex_int,359.485321,179.352524,239.419464,230.355225,308.687256,289.429016,272.872253,294.060760,1173.468506,1220.002563,529.395691,325.914154,172.834076,191.761627,248.152588,285.066071,179.212067,138.386154,211.236755,220.636520,204.167297,186.247925,203.437775,269.797760,114.178146,92.837914,192.769394,215.240967,304.826202,206.720749,69.798737,149.126480,338.428558,248.670380,170.051437,181.808243,304.393585,332.943665,156.428375,159.891891,300.608154,244.619049,323.235260,228.197861,286.548462,280.889465,313.453186,168.501526,229.331070,232.527863,190.941849,130.957611
His_343,His_338,RT,1065.947754,1043.392578,1042.703003,1043.244751,1042.881592,1043.294067,1043.077881,1042.986694,1048.452393,1049.014893,1066.917236,1042.288452,1030.979492,1031.100952,1051.678955,1047.996826,1030.953979,1030.900269,1051.819336,1051.263428,1030.969360,1030.938843,1031.351074,1031.498901,1031.562866,1031.447876,1031.100342,1030.781860,1031.119629,1031.421509,1032.791748,1047.481689,1037.536621,1034.111938,1031.059082,1030.617432,1031.179932,1031.342773,1031.191162,1030.814331,1031.035889,1031.308350,1031.197510,1031.437622,1031.141357,1031.258179,1051.660400,1032.816406,1043.438965,1043.064697,1051.221802,1037.520752
His_343,His_338,peak_apex_int,295.945435,171.672470,180.853302,234.559998,181.222946,257.615753,286.453278,230.141937,1389.208984,1233.163086,480.734924,296.165466,147.723984,178.287674,404.277832,302.473785,115.443512,130.072433,556.071777,439.532715,118.391457,134.306549,252.046234,174.623993,87.542099,57.553734,159.971390,195.134369,149.722824,143.638168,92.966202,147.687225,116.968246,138.166565,195.081482,121.613022,248.690002,228.383850,98.925552,129.572083,182.016022,147.331924,158.799225,167.389618,238.009872,310.379639,674.979919,175.039017,218.664948,240.683868,478.998962,56.898746
His_440,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_440,His_440,peak_apex_int,13267.874023,7018.487305,23325.910156,22530.136719,27326.080078,25845.439453,36102.597656,30234.322266,15855.043945,15123.858398,32659.843750,5636.016602,472.172821,326.962280,2271.411133,2521.307617,444.451996,284.868561,1323.234741,1007.194946,775.869812,550.255371,1784.846191,1167.867554,253.617126,261.770813,1085.223389,912.596985,1798.205688,1528.155273,68.431992,670.305908,1830.109009,1838.615601,918.288818,758.315186,2609.711426,1899.539551,675.729492,397.129395,2003.021484,1650.843384,1569.532471,1148.137695,1827.380981,1642.379761,2434.214844,2886.860596,21770.091797,22238.548828,1089.787720,1069.022461
His_441,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_441,His_440,peak_apex_int,6777.280273,2355.291504,7759.713379,7407.748535,8886.109375,8517.538086,12210.037109,10557.288086,5594.947266,4958.646484,8471.462891,1473.529175,546.245422,391.837433,917.187744,801.792542,692.484924,512.552490,404.256104,388.500305,1147.111572,884.597290,2726.338379,1617.148560,321.517548,268.508972,1580.527100,1197.115234,2512.153564,2456.033936,135.221115,227.773636,683.881470,662.137268,1242.446899,1003.065002,4369.847656,3093.394043,968.142029,625.092834,3458.651123,2303.594727,2561.003174,2035.607666,3215.450928,2369.101807,869.237854,739.500183,6853.362793,7062.038574,371.182617,332.924103
His_442,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_442,His_440,peak_apex_int,2501.035156,551.676819,1718.723511,1944.499390,2213.670898,2302.152100,2939.641602,2941.661377,1495.783325,1298.805176,2046.072876,283.153473,459.003357,306.453796,224.377869,269.298798,437.051270,485.882416,130.143829,137.112549,935.146851,692.035278,1927.699951,1322.369263,340.020294,231.119049,1263.093872,890.781860,1794.377441,1638.689209,142.652664,95.877907,255.085281,254.032806,884.870239,672.202942,3100.720947,2204.414062,661.949951,473.330811,2618.148926,1973.893921,2016.384766,1543.057861,2620.044678,1973.816284,298.461700,257.630890,2017.846680,1836.662598,121.450066,141.176147
His_443,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_443,His_440,peak_apex_int,673.373535,154.559509,481.087524,395.280518,564.869629,561.479309,682.279419,656.988098,352.830658,383.942200,498.361908,90.574829,263.074005,159.339890,77.555450,64.562096,289.053711,189.554947,47.658562,31.718210,432.929291,315.409027,898.844604,679.757385,122.465744,118.828110,679.697876,563.176636,928.883789,841.293884,70.886795,25.449850,66.416672,55.862907,445.597504,524.315430,1573.843506,1189.159546,341.823761,277.149994,1250.145264,884.955444,1012.417908,885.300110,1328.880127,962.768250,83.516747,42.972157,457.935852,470.449982,55.494713,29.119228
His_444,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_444,His_440,peak_apex_int,241.399155,34.043865,154.186234,160.220428,163.119034,112.871208,172.288376,177.351013,139.364136,169.772781,106.893661,75.175240,142.954254,117.325630,42.141682,33.644829,78.016045,133.186707,29.451687,41.622311,155.864349,135.632034,384.853638,182.923645,63.660503,42.894093,228.826157,216.756485,382.288605,272.212219,24.644588,41.864109,49.665398,57.204651,190.586349,162.722763,650.189880,368.168427,136.986786,124.485054,498.533417,413.180756,394.273285,318.533600,498.543549,381.171417,26.754734,23.554560,65.620422,103.446449,40.612602,18.075953
His_445,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_445,His_440,peak_apex_int,67.554703,36.220638,37.383389,49.792595,97.667664,61.744061,46.959599,81.967178,55.160248,48.424381,31.698458,26.906206,49.570572,71.678146,44.910873,29.369843,60.421902,79.286667,38.321529,30.297449,56.752773,60.771801,159.193405,107.317062,38.184639,61.578972,125.060646,101.614815,144.311218,102.267403,22.924894,37.184376,28.028011,42.151417,107.831345,73.685310,241.500824,162.484024,47.836372,43.107357,156.621338,179.431976,168.082993,135.850021,150.863632,179.658325,33.789501,27.614244,40.046082,67.214264,41.201229,48.735432
His_446,His_440,RT,1066.255127,1042.954468,1043.188477,1043.372437,1043.114990,1043.160278,1043.100952,1043.353882,1043.188965,1043.293945,1066.670288,1043.167847,1031.363159,1032.261475,1042.935181,1043.105103,1031.112915,1031.387451,1042.871948,1042.690308,1031.221436,1031.061035,1031.462524,1031.337158,1031.126709,1031.212158,1030.795044,1030.965088,1031.458496,1031.291260,1031.179199,1043.205933,1042.862915,1042.880005,1030.955811,1031.085327,1031.029419,1031.110596,1031.177734,1031.647705,1031.487183,1031.304565,1030.984985,1031.104980,1031.276367,1031.233765,1043.290771,1043.045410,1043.168701,1043.253296,1043.001343,1042.905640
His_446,His_440,peak_apex_int,72.650009,25.228550,30.682867,55.151802,54.073372,43.539238,32.426849,60.961346,35.248436,40.135960,93.910660,26.418640,32.909855,28.804569,26.579597,29.495310,48.394852,42.936264,29.543102,36.359051,33.438122,33.088432,58.444210,37.059063,31.682013,22.685553,65.282852,27.927595,56.758434,30.781963,20.586872,23.550688,31.178234,33.423885,21.190905,32.777973,138.525757,77.109253,30.887465,28.518616,48.831894,70.566803,58.771992,91.436523,58.107330,42.805923,27.759192,48.990948,35.038635,35.020695,43.624454,25.165228
Ile_274,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_274,Ile_274,peak_apex_int,312034.593750,272091.375000,749542.625000,729249.562500,783843.750000,745122.250000,912227.500000,863008.125000,584999.000000,531282.312500,3321904.250000,3238546.250000,457140.406250,429098.875000,89422.023438,77527.070312,256319.046875,254786.640625,29547.496094,27075.351562,281963.000000,276587.781250,672991.562500,641356.312500,84341.101562,72713.960938,347523.031250,350529.750000,531777.250000,543264.437500,18621.277344,13666.186523,94847.109375,92300.554688,192003.187500,196851.984375,637398.000000,620253.750000,126571.125000,113226.507812,547222.812500,541502.562500,431239.656250,443166.531250,458268.562500,448070.531250,97512.632812,93394.953125,802508.125000,783963.312500,36566.777344,35159.609375
Ile_275,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_275,Ile_274,peak_apex_int,552613.750000,477933.031250,1322493.750000,1288355.625000,1394304.500000,1319110.750000,1605986.500000,1510716.250000,1031046.562500,942006.312500,888726.625000,867923.375000,798851.687500,762807.750000,158103.968750,135605.265625,454619.656250,449169.906250,49613.242188,46297.253906,505420.062500,491298.625000,1174365.000000,1139627.250000,150847.859375,128380.890625,610146.937500,612915.062500,922974.437500,940502.875000,30439.769531,23519.587891,151852.578125,145468.968750,336405.218750,349994.625000,1109558.250000,1074340.375000,219731.203125,194480.109375,977329.812500,966596.187500,772955.562500,793391.437500,828127.875000,807685.312500,159684.765625,148145.671875,1406082.750000,1373407.500000,61180.628906,54595.375000
Ile_276,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_276,Ile_274,peak_apex_int,371106.125000,321265.437500,907296.562500,869690.625000,942914.375000,892410.812500,1088758.250000,1016172.375000,694655.187500,639464.437500,341404.187500,328863.187500,542989.812500,516156.562500,107070.898438,92271.093750,309557.250000,308290.218750,33861.859375,30972.269531,340286.156250,333327.093750,794169.187500,767560.875000,102816.687500,85459.765625,414151.843750,412492.937500,621907.562500,639684.625000,20962.134766,15652.220703,100535.968750,94876.773438,228891.750000,233969.937500,751762.562500,719674.062500,146380.765625,130586.757812,658922.375000,649482.375000,516965.937500,536656.562500,555500.500000,552506.125000,105772.171875,99430.046875,952783.562500,935399.625000,41392.332031,36605.457031
Ile_277,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_277,Ile_274,peak_apex_int,135643.203125,114784.984375,327439.562500,306940.656250,337269.968750,319443.906250,395024.125000,367090.187500,250136.750000,229195.593750,57184.792969,55207.691406,196192.156250,185916.390625,38429.554688,32691.458984,111912.609375,110608.921875,12598.684570,10809.445312,123022.781250,119644.468750,290033.500000,274773.812500,36696.640625,30658.466797,148797.296875,147518.343750,221463.093750,228965.312500,6946.155273,5474.749512,34435.070312,34177.835938,80372.187500,83975.085938,263520.468750,258981.078125,52301.191406,46186.851562,233788.281250,234435.531250,184318.093750,190279.359375,195953.281250,196019.156250,39349.347656,34323.203125,342000.843750,335245.625000,14325.295898,13373.890625
Ile_278,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_278,Ile_274,peak_apex_int,35968.226562,32373.644531,90128.421875,85265.250000,91732.984375,88083.312500,109779.351562,99298.187500,68922.343750,63115.621094,9621.361328,9312.738281,54850.796875,52233.105469,10860.806641,8875.933594,30270.033203,30690.703125,3454.076416,3261.444824,33244.386719,32454.828125,76882.281250,75454.562500,9947.850586,8311.469727,39773.191406,40358.871094,59917.007812,60949.160156,2124.084961,1469.356201,9402.780273,9228.768555,22313.035156,22227.031250,74381.093750,70202.062500,14454.133789,12918.094727,64921.816406,63583.902344,49930.992188,51162.523438,54133.398438,53475.621094,10757.619141,9305.918945,93163.757812,92089.312500,4096.287109,3471.832764
Ile_279,Ile_274,RT,395.055054,395.054382,395.033386,395.012604,395.094971,395.035797,395.075439,395.006104,395.101257,395.070648,395.785858,394.973511,395.005585,395.011597,395.048889,394.983704,394.996613,395.044678,395.013214,395.027924,395.065613,395.023499,395.043427,395.020569,395.012054,394.916870,395.107330,395.027496,395.068085,395.004944,394.907928,394.753571,395.026672,394.981232,395.041290,395.008392,394.964355,394.965363,395.022949,395.014008,395.034668,394.929291,394.943146,394.956818,395.026459,394.931702,394.982239,394.969269,394.994598,395.021515,394.958069,394.987091
Ile_279,Ile_274,peak_apex_int,7822.114258,6423.149902,18450.605469,16878.238281,18568.156250,17781.462891,20778.707031,20393.654297,14401.766602,13313.576172,1219.422974,1013.080994,10840.842773,10588.121094,2059.125977,2124.228760,6528.468750,6068.163574,785.992188,727.743713,7285.958008,6523.291504,16255.184570,15764.839844,2255.983398,1750.809204,8431.204102,8007.183594,12456.833984,12943.739258,459.648590,401.258972,1904.340820,2051.557373,4673.003418,4649.417480,14079.523438,14396.936523,2760.567627,2605.818848,12826.615234,12998.760742,9815.564453,10840.628906,10590.905273,10575.876953,2279.143555,2157.009277,18612.888672,19165.167969,874.938904,738.840820
Leu_274,Leu_274,RT,370.658997,370.612457,370.626984,370.619568,370.709442,370.630890,370.674622,370.656128,370.674591,370.624603,371.368408,370.648895,370.625549,370.589508,370.657318,370.638947,370.630615,370.645844,370.629486,370.631439,370.648621,370.688141,370.597534,370.639771,370.666290,370.583313,370.704742,370.636230,370.596313,370.623169,370.605347,370.502075,370.680725,370.692139,370.631104,370.640930,370.541473,370.542969,370.549377,370.601288,370.620148,370.527618,370.531616,370.513275,370.595123,370.594452,370.615570,370.646790,370.639832,370.587494,370.632721,370.635803
Leu_274,Leu_274,peak_apex_int,660570.687500,590528.875000,1258081.875000,1187199.125000,1305380.875000,1246718.875000,1441766.125000,1385923.000000,1084805.250000,985156.687500,6151865.000000,6071643.000000,885858.625000,862791.250000,235755.828125,210001.343750,565337.250000,550101.250000,80849.945312,71418.460938,611891.625000,598357.000000,1115029.250000,1088337.500000,245725.578125,220170.875000,712186.812500,713358.187500,982196.125000,1011568.625000,45914.761719,35594.843750,270444.750000,258662.453125,472300.156250,488629.125000,1099389.625000,1101775.375000,313431.156250,289093.875000,965012.312500,947675.187500,802387.000000,805130.812500,836324.812500,832912.812500,264495.093750,251374.390625,1329587.000000,1303993.500000,104895.664062,94968.773438
Leu_275,Leu_274,RT,370.658997,370.612457,370.626984,370.619568,370.709442,370.630890,370.674622,370.656128,370.674591,370.624603,371.368408,370.648895,370.625549,370.589508,370.657318,370.638947,370.630615,370.645844,370.629486,370.631439,370.648621,370.688141,370.597534,370.639771,370.666290,370.583313,370.704742,370.636230,370.596313,370.623169,370.605347,370.502075,370.680725,370.692139,370.631104,370.640930,370.541473,370.542969,370.549377,370.601288,370.620148,370.527618,370.531616,370.513275,370.595123,370.594452,370.615570,370.646790,370.639832,370.587494,370.632721,370.635803
Leu_275,Leu_274,peak_apex_int,1367554.750000,1214292.375000,2596715.500000,2482484.750000,2720811.500000,2603019.000000,2934240.250000,2784025.750000,2241958.000000,2058590.000000,1678529.750000,1655974.750000,1857371.250000,1793463.625000,495285.812500,434171.687500,1207273.125000,1173375.875000,164420.453125,144577.078125,1288307.500000,1259649.250000,2349093.750000,2297902.000000,526132.500000,472476.406250,1479192.375000,1488380.875000,2019514.000000,2040568.500000,88051.484375,69132.718750,474566.843750,463915.031250,990477.000000,1023426.562500,2232731.750000,2235654.750000,646069.812500,613016.125000,2045497.500000,2002105.250000,1718807.250000,1737398.125000,1792692.375000,1789450.875000,502878.218750,477835.593750,2739873.250000,2671019.250000,191477.312500,172177.687500
